"Enter product description here";"Nhập mô tả ở đây"
Save;Tiết kiệm
"Bank Account";"Tài khoản ngân hàng"
"Enter your bank account title here";"Nhập tiêu đề tài khoản ngân hàng của bạn ở đây"
"Enter your bank account number here";"Nhập số tài khoản ngân hàng của bạn ở đây"
"Enter your bank account name here";"Nhập tên tài khoản ngân hàng của bạn ở đây"
"Are you sure you want to delete this bank account";"Bạn có chắc bạn muốn xóa trương mục ngân hàng này"
Delete;Xóa bỏ
Log-out;Log-out
English;Tiếng Anh
Chinese;Trung Quốc
Canada;Canada
"Transactions List";"Danh sách các giao dịch"
"Seller Pay-out";"Người bán phải trả-out"
"Buyer Refund";"Hoàn lại tiền người mua"
"Buyer Refund History";"Người mua hoàn lại lịch sử"
"Promo List";"Quảng cáo danh sách"
"Seller Accreditation";"Người bán chứng nhận chất lượng"
"Inhouse Products";"Sản phẩm trong nhà"
"Buyer List";"Danh sách người mua"
"Seller/Affiliate List";"Danh sách người bán/liên kết"
"Product Listings";"Danh sách sản phẩm"
Vouchers;Chứng từ
"Request Pay-Outs List";"Yêu cầu trả tiền-Outs danh"
"Batch Pay-Out List";"Danh sách hàng loạt Pay-Out."
Product;Sản phẩm
Notification;Thông báo
"Mobile Web view (CMS)";"Xem trên điện thoại di động Web (CMS)"
"Daily Present";"Hiện tại hàng ngày"
"Custom Messages";"Thông điệp tùy chỉnh"
"Message here";"Tin nhắn ở đây"
"Inner Banners";"Bên trong các biểu ngữ"
"Upload Banner";"Tải lên biểu ngữ"
"Select your Banner Permit file from your computer";"Chọn tập tin biểu ngữ cho phép của bạn từ máy tính của bạn"
"Compatible files: JPEG and PNG";"Tương thích các tập tin: JPEG và PNG"
"Banner URL";"Bảng quảng cáo URL"
"Product CMS";"Sản phẩm CMS"
"Created Date/Time";"Tạo ngày/thời gian"
Creator;Đấng tạo hóa
Type;Loại hình
"12/31/16, 3:00pm";"12/31/16 , 3:00 pm"
"George Paul";"George Paul"
"Homepage Row";"Trang chủ hàng"
"Hot Items";"Mục Hot"
150;150
"Queued @ 12:00am";"Xếp hàng đợi @ 12:00 trên"
"Custom Page";"Tuỳ chỉnh trang"
"Shop Wise";"Mua sắm khôn ngoan"
Create;Tạo ra
"Create Product CMS";"Tạo ra sản phẩm CMS"
"Product Title";"Tiêu đề sản phẩm"
"Enter Your Product Title";"Nhập tiêu đề của bạn sản phẩm"
"Upload Featured Banner (Homepage)";"Tải lên biểu ngữ nổi bật (Trang chủ)"
"Upload Featured Banners (Homepage) here";"Tải lên đặc trưng biểu ngữ (Trang chủ) ở đây"
"Compatible files: JPEG, PNG and PDF";"Tương thích các tập tin: JPEG, PNG và PDF"
"Paste Featured Product (Homepage) Link here";"Dán sản phẩm đặc trưng (Trang chủ) liên kết tại đây"
Image;Hình ảnh
"Upload Featured Banner (Inner-Page)";"Tải lên đặc trưng biểu ngữ (nội trang)"
"Upload Featured Banners (Inner-Page) here";"Tải lên các đặc trưng biểu ngữ (nội-trang) dưới đây"
"Paste Product Link (Inner-Page) here";"Dán sản phẩm liên kết (Inner-trang) dưới đây"
"Product List";"Danh sách sản phẩm"
Clear;Rõ ràng
"Add Products";"Thêm sản phẩm"
"Date Created";"Ngày tạo"
"Product Name";"Tên sản phẩm"
"Active Promo";"Hoạt động quảng cáo"
"Original Price";"Giá gốc"
"Discounted Price";"Mức giá giảm giá"
"Available Stock";"Hàng có sẵn"
"Product Sold";"Sản phẩm đã bán"
12/16/16;12/16/16
20%;20%
"PhP 21230";"PhP 21230"
"PhP 18930";"PhP 18930"
2003;2003
122;122
"By Checking this box";"Bằng cách kiểm tra hộp này"
"Start the Process IMMEDIATELY";"Bắt đầu quá trình ngay lập tức"
"Enter product list here";"Nhập danh sách sản phẩm tại đây"
"Price Range:";"Giá Range:"
Brands:;Thương hiệu:
"Sort By:";"Sắp xếp:"
Alphabetical;Bảng chữ cái
"New to Old";"Mới đến cũ"
"Old to New";"Cũ đến mới"
Relevance;Mức độ liên quan
Categories:;Thể loại:
Status:;Tình trạng:
Active;Hoạt động
Inactive;Không hoạt động
Manufacturer:;Hãng sản xuất:
"Please click on the image you want to set as primary";"Xin vui lòng click vào hình ảnh bạn muốn thiết lập như chính"
Primary;Tiểu học
Check;Kiểm tra
Error;Lỗi
"Remove file";"Loại bỏ tệp"
SKU;MÃ SẢN PHẨM
Width;Chiều rộng
Height;Chiều cao
Length;Chiều dài
Weight;Trọng lượng
Quantity;Số lượng
"Regular Price";"Giá thường xuyên"
"Shipping fee";"Khoản phí vận chuyển"
"Retail Price";"Giá bán lẻ"
Commission;Hoa hồng
Date;Ngày
"Promo Name";"Quảng cáo tên"
"Promo Discount";"Giảm giá quảng cáo"
12/12/16;2016/12/12
"Perfect Purple Pair";"Cặp hoàn hảo màu tím"
"Last Edit By";"Chỉnh sửa cuối bởi"
"Time Stamp";"Tem thời gian"
"Chris Paul George";"Chris Paul George"
"Upload 5 Photos";"Tải lên hình ảnh 5"
"2:00 am";"2:00 am"
"Date Range:";"Phạm vi ngày:"
"Start Date";"Ngày bắt đầu"
"End Date";"Ngày kết thúc"
"Quantity Sold";"Số lượng đã bán"
50;50
"Export to Excel";"Xuất sang Excel"
"In-House Listings";"Các bảng liệt kê trong nhà"
Item;Khoản mục
Category;Thể loại
Brand;Thương hiệu
Brief;Giới thiệu tóm tắt
Details;Thông tin chi tiết
Photos;Hình ảnh
Combinations;Kết hợp
"Reason of Approval";"Lý do của sự chấp thuận"
Back;Trở lại
"Reason of Rejection";"Lý do bị từ chối"
[[Username]];[[Username]]
Refund;Hoàn lại tiền
"Order ID";"ID đơn đặt hàng"
"Invoice No";"số hoá đơn nào"
"Seller ID";"Người bán ID"
User;Người sử dụng
"Product ID";"ID sản phẩm"
"Order Quantity";"Số lượng đơn đặt hàng"
"Unit Price";"Đơn giá"
"Total Amount";"Tổng số tiền"
EasyPoint;EasyPoint
NET;NET
144;144
144-2-1503240909;144-2-1503240909
2;2
"man of effin steel";"người đàn ông thép effin"
333;333
"sammmy sam";"sammmy sam"
1;1
On-going;Ngày đi
182;182
182-12003-1504280105;182-12003-1504280105
79;79
warcraft;Warcraft
14;14
"Paid - Returned";"Thanh toán - trở về"
"Proceed To Refund";"Tiến hành hoàn lại tiền"
"History Information";"Thông tin lịch sử"
"Shipping Price";"Giá vận chuyển"
"Easyshop Charge";"Dễ dàng tặng phí"
"Payment Method Charge";"Phương thức thanh toán phí"
Easypoints;Điểm dễ dàng
Net;Net
201-1-1506040106;201-1-1506040106
sammyboi22_22;sammyboi22_22
apple;Apple
"History ID";"Lịch sử ID"
State;Nhà nước
404;404
"2015-06-02 17:57:14";"2015-06-02 17:57:14"
"Item has not been shipped";"Mục không được vận chuyển"
"Reason of Cancellation";"Lý do hủy bỏ"
Requestor;Requestor
"--Select Requestor--";"--Chọn Requestor--"
Buyer;Người mua
"Type of Reason";"Loại lý do"
"--Select Reason--";"--Chọn lý do--"
"Edit/Add Category";"Chỉnh sửa/thêm loại"
Name;Tên
Description;Mô tả
Keyword;Từ khóa
"Sort Order";"Phân loại đặt hàng"
"Order Product Id";"Id sản phẩm đặt hàng"
"Shipping Fee";"Khoản phí vận chuyển"
"Total Price";"Tổng giá"
"Net Price";"Giá net"
"Current Tag";"Hiện nay Tag"
209;209
"Order Details";"Thông tin chi tiết đơn đặt hàng"
Sample;Mẫu
KD3-38u123pi;KD3-38u123pi
"YiLinker Charge";"YiLinker phí"
"Order Product ID";"ID sản phẩm đặt hàng"
"Unflag Transaction";"Unflag giao dịch"
"Void Transaction";"Giao dịch vô hiệu"
"Apple Watch";"Apple Watch"
"Short Description";"Mô tả ngắn gọn"
"Full Description";"Mô tả đầy đủ"
"Jewellery &amp; Watches";"Đồng hồ trang sức & amp"
Custom;Tuỳ chỉnh
"Dimensions &amp; Weight";"Kích thước & amp cân"
"Length (CM)";"Chiều dài (CM)"
"Width (CM)";"Chiều rộng (CM)"
"Weight (KG)";"Trọng lượng (KG)"
"Height (CM)";"Chiều cao (CM)"
"Combination Name";"Sự kết hợp tên"
10001;10001
10;10
Color;Màu sắc
Blue;Màu xanh
Size;Kích thước
Large;Lớn
Address;Địa chỉ
"asdsadsad, 123 jkhjk, asdsadsad, BF International Village, Las Pinas, Metro Manila, 1213";"asdsadsad, jkhjk, asdsadsad, 123 BF International Village, Las Pinas, Metro Manila, 1213"
"Generate Code";"Tạo mã"
477-344-1;477-344-1
"This account doesnt have any bank information";"Tài khoản này không có bất kỳ thông tin ngân hàng"
Add;Thêm
"My BPI Bank Account";"Tài khoản ngân hàng BPI của tôi"
283713968540781;283713968540781
"George Macalulo Winston Lee";"George Macalulo Winston Lee"
BPI;BPI
Edit;Chỉnh sửa
"Bank Account Title";"Tiêu đề tài khoản ngân hàng"
UCPB;UCPB
"Allied Bank";"Ngân hàng đồng minh"
"Returned Item Pickup";"Trở về mục Pickup"
Schedule;Lịch trình
02/29/16;02/29/16
"Day Hour";"Ngày giờ"
"eq. 1 Am";"eq. 1 Am"
Why?;Tại sao?
"Bank Name:";"Tên ngân hàng:"
Payout;Thanh toán
"Buyer ID";"ID người mua"
"Proceed To Payment";"Tiến hành thanh toán"
"Paid - Forwarded";"Thanh toán - chuyển tiếp"
"Shipment Information";"Thông tin lô hàng"
Courier;Chuyển phát nhanh
"Boy George Delivery";"Cậu bé George giao hàng"
"Date of Shipment";"Ngày lô hàng"
"2015-04-01 00:00:00";"2015-04-01 00:00:00"
"Expected Date of Arrival";"Dự kiến ngày đến"
"2015-04-04 00:00:00";"2015-04-04 00:00:00"
"Tracking Number";"Số theo dõi"
PK-235-137-556;PK-235-137-556
"Missing Courier";"Chuyển phát nhanh mất tích"
"Last updated on 2015-04-06 17:37:55";"Cập Nhật ngày 06 tháng 04 năm 2015 17:37:55"
Cancelled;Hủy bỏ
"&#8230;";"&#8230;"
Color:;Màu sắc:
Red;Màu đỏ
Size:;Kích thước:
Samplenation:;Samplenation:
"Super Duper Ninja Warrior";"Super Duper Ninja chiến binh"
resolved;giải quyết
"George Chris Paul";"George Chris Paul"
"requested items for cancellations";"mục yêu cầu cho huỷ bỏ"
"Order ID 209: Shoulder Bag";"Lệnh ID 209: túi vai"
"Posted on 12:30 pm, July 21, 2014";"Được đăng trên 12:30 pm, 21 tháng 7 năm 2014"
"Koya Carl";"Koya Carl"
"Approve Cancellation";"Chấp nhận hủy bỏ"
Reject;Từ chối
"Select Reason";"Chọn lý do"
"Resolution Center";"Độ phân giải Trung tâm"
"Disputed Tag Detected!";"Tranh cãi thẻ phát hiện!"
attachments;file đính kèm
"Proceed to Resolution Center";"Tiến tới giải pháp Trung tâm"
"Flagged Tag Detected!";"Từ khóa được gắn cờ phát hiện!"
Approve;Chấp thuận
"Search By Batch ID/Process By";"Tìm theo lô ID/quá trình bằng"
"Grand Batch Amount";"Số lượng lớn hàng loạt"
"Batch ID";"Lô ID"
Count;Số đếm
"Process By";"Quá trình bằng"
Amount;Số lượng
Memo;ghi nhớ
Action;Hành động
"Are you sure you want to remove payout?";"Bạn có chắc bạn muốn loại bỏ thanh toán?"
Remove;Loại bỏ
"Batch Payout";"Thanh toán hàng loạt"
"Batch Number";"Batch số"
"Batch Date";"Lô ngày"
"Write your Remarks";"Viết nhận xét của bạn"
"Attach Files";"Đính kèm tập tin"
"Upload Receipt";"Tải lên nhận"
"Transaction Update List";"Danh sách Cập Nhật giao dịch"
"Search by reference number";"Tìm kiếm theo số tham chiếu"
"Request By";"Yêu cầu của"
Method;Phương pháp
Bank;Ngân hàng
"Bank Info / Pay To";"Thông tin ngân hàng / thanh toán để"
Charge;Phí
"Net Amount";"Số tiền net"
"Total Batch Amount";"Tổng số lô số tiền"
"Are you sure you want to remove file?";"Bạn có chắc bạn muốn loại bỏ các tập tin?"
"Are you sure you want to remove payout request?";"Bạn có chắc bạn muốn loại bỏ yêu cầu thanh toán?"
"Search (requester fullname, requester email, bank name, bank account number, bank account name, reference no.)";"Tìm (requester họ và tên, requester email, ngân hàng tên, số tài khoản ngân hàng, tên tài khoản ngân hàng, tài liệu tham khảo không.)"
"Order by Date";"Thứ tự theo ngày"
Ascending;Tăng dần
Descending;Giảm dần
"Payment Status:";"Tình trạng thanh toán:"
"Payment Method";"Phương thức thanh toán"
"Reference Id";"Id tài liệu tham khảo"
"Proceed Batch Pay-Out";"Tiến hành hàng loạt Pay-Out"
"For Review";"Để xem xét"
InActive;Không hoạt động
Store:;Cửa hàng:
Condition;Điều kiện
URL;URL
Videos;Video
"Reject Remarks";"Từ chối nhận xét"
"Item Details";"Thông tin chi tiết mục"
"Shipping Category";"Vận chuyển các loại"
"Store Details";"Lưu trữ các thông tin chi tiết"
"Seller Name";"Tên người bán"
"No youtube video";"Không có video youtube"
"Posted on";"Được đăng trên"
"Send Reject Remark";"Gửi từ chối nhận xét"
"Promo Management";"Quản lý quảng"
"Promo Type";"Loại hình quảng cáo"
"Promo Details";"Promo chi tiết"
"Promo is currently Active";"Quảng cáo là hiện đang hoạt động"
Advertisement;Quảng cáo
"Discount %";"Chiết khấu %"
Discount;Giảm giá
Start;Bắt đầu
End;Kết thúc
"% per hour";"% mỗi giờ"
"Percent per hour";"Phần trăm mỗi giờ"
"Minimum %";"Tối thiểu %"
"Quantity Required";"Số lượng yêu cầu"
"Max Quantity";"Số lượng tối đa"
"Countdown Timer is currently Disabled";"Đồng hồ đếm hiện đang bị vô hiệu"
"Yes, Enable the Countdown timer";"Vâng, sử bộ đếm thời gian đếm ngược"
"Countdown Timer is Active";"Đồng hồ đếm là Active"
"5 :";"5 :"
days;Ngày
hrs;giờ
min;phut
sec;giây
"left until the promo ends";"bên trái cho đến khi kết thúc các quảng"
"Disabled Countdown Timer";"Đếm thời gian Khuyết tật"
"Product list";"Danh sách sản phẩm"
"Item Name";"Tên khoản mục"
Price;Giá
"Activate this Promo";"Kích hoạt quảng cáo này"
"Add Item (separated by line break)";"Thêm mục (phân cách bởi ngắt dòng)"
"Congratulations! This promo has been successfully enabled";"Chúc mừng! Quảng cáo này đã được kích hoạt thành công"
Deactivate;Tắt
Notifications;Thông báo
"Search By Title / Message Content";"Tìm kiếm theo tiêu đề / tin nhắn nội dung"
"IOS (Mobile)";"IOS (di động)"
"Andriod (Mobile)";"Andriod (di động)"
---;---
"Custom Pages";"Trang web tuỳ chỉnh"
"Product Search";"Tìm kiếm sản phẩm"
Store;Cửa hàng
"Store Search";"Tìm kiếm cửa hàng"
"Send Notification";"Gửi thông báo"
Devices;Thiết bị
Target;Mục tiêu
Sender;Người gửi
"Is Active";"Hoạt động"
"Recipient Device";"Điện thoại người nhận"
"Message (Max : 100)";"Tin nhắn (tối đa: 100)"
Schedule:;Lịch trình:
"Set Schedule";"Thiết lập lịch trình"
"Is Active?";"Đang hoạt động?"
"Boy George Dako Wewe";"Cậu bé George Dako Wewe"
"George Haircut Station";"George Haircut Station"
"479 9th Street West, Menomonee Falls, WI 53051";"479 9th street West, Menomonee Falls, WI 53051"
Position;Vị trí
"Manager / Yaya";"Quản lý / Yaya"
"Telephone Number";"Số điện thoại"
532-2393;532-2393
"(63) 937-234-1286";"(63) 937-234-1286"
"International Bank of the World ever!";"Ngân hàng quốc tế trên thế giới bao giờ hết!"
1872-2783-5869;1872-2783-5869
"File Name";"Tên tập tin"
9/12/3035;9/12/3035
"Accreditation Level 0";"Kiểm định chất lượng cấp 0"
"Accreditation Level 1";"Kiểm định chất lượng cấp 1"
"Accreditation Level 2";"Kiểm định chất lượng cấp 2"
"Accreditation Level 3";"Kiểm định chất lượng cấp 3"
"Accreditation Level 4";"Kiểm định chất lượng cấp 4"
"Accreditation Level 5";"Kiểm định chất lượng cấp độ 5"
"Columns Container";"Cột Container"
"Order Status";"Tình trạng đơn hàng"
11/12/14;2011/12/14
"Transaction ID";"ID giao dịch"
"Date of Transaction";"Ngày giao dịch"
"Type of Payment Method";"Loại phương thức thanh toán"
201;201
PPY-1506040106-1;PPY-1506040106-1
PAID;TRẢ TIỀN
"2015-06-04 13:05:51";"2015-06-04 13:05:51"
PESOPAY;PESOPAY
11;11
12;12
"Storename / Username";"lưu trữ tên / tên người dùng"
From;Từ
To;Để
Storename;lưu trữ tên
Email;Thư điện tử
"Asia United Bank";"Ngân hàng Á Châu United"
aaaaa;aaaaa
bbbbb;bbbbb
9876545345;9876545345
9878263787;9878263787
"Category Listings";"Các bảng liệt kê danh mục"
"Main Category";"Danh mục chính"
"Sub Category";"Tiểu mục"
Filters;Bộ lọc
Slug;Sên
"10-24-1991 06:30:05";"10-24-1991 06:30:05"
0;0
PROMOTIONAL_ITEMS;PROMOTIONAL_ITEMS
"Special Promotional Items";"Mặt hàng khuyến mại đặc biệt"
"Special Promotional222";"222 khuyến mại đặc biệt"
promo-special;quảng cáo-special
"Contact Buyer";"Liên hệ với người mua"
"Invoice Number";"Số lượng hoá đơn"
"Buyer Fullname";"Họ và tên người mua"
"Buyer Store Name";"Tên cửa hàng người mua"
"Buyer Email";"Email người mua"
"Transaction Date";"Ngày giao dịch"
198;198
PPY-1506020514-1;PPY-1506020514-1
198-1-1506020514;198-1-1506020514
"Omaha maria23";"Omaha maria23"
"2015-06-02 18:02:17";"2015/6/2 18:02
"Contact Seller";"Liên hệ với người bán"
"Seller Fullname";"Họ và tên người bán"
"Seller Store Name";"Bán cửa hàng tên"
"Number of Products";"Số lượng sản phẩm"
"Seller Email";"Người bán Email"
Dashboard;Bảng điều khiển
Products;Sản phẩm
Buyers;Người mua
Sellers;Người bán hàng
Transactions;Giao dịch
"Sorry, Your database is currently empty";"Xin lỗi, cơ sở dữ liệu của bạn là hiện tại đang rỗng"
"Case ID";"Trường hợp ID"
"Dispute Type";"Tranh chấp loại"
Complainant;Khiếu nại
"Date Filed";"Ngày đệ trình"
email;thư điện tử
"Seller Payout";"Bán thanh toán"
"Legal Documents";"Văn bản pháp luật"
"This Account currently Locked";"Trương mục này hiện bị khóa"
"Do you want to Activate it now?";"Bạn có muốn kích hoạt nó bây giờ?"
"Yes, Activate this Account";"Có, kích hoạt tài khoản này"
"Select your DTI/SEC Permit file from your computer";"Chọn tập tin DTI/SEC cho phép của bạn từ máy tính của bạn"
"Select your Mayor's Permit file from your computer";"Chọn của thị trưởng cho phép tập tin từ máy tính của bạn"
"Select your BIR Permit file from your computer";"Chọn tệp BIR cho phép của bạn từ máy tính của bạn"
"Form MA1501 Permit";"Mẫu MA1501 giấy phép"
"Select your Form MA1501 file from your computer";"Chọn mẫu MA1501 tập tin của bạn từ máy tính của bạn"
"Where to get a copy of Form MA1501?";"Nơi nhận được một bản sao của mẫu đơn MA1501?"
"Download Form MA1501";"Tải về mẫu đơn MA1501"
"Other Documents";"Các tài liệu khác"
"Select a document file from your computer";"Chọn một tập tin tài liệu từ máy tính của bạn"
"Mobile Management";"Quản lý điện thoại di động"
"Push Notification";"Push Notification"
"Notification Message";"Thư thông báo"
;
"Number of Product Listings:";"Số lượng các danh sách sản phẩm:"
10145;10145
"2014-08-15 12:23:16";"2014-08-15 12:23:16"
sfasfas;sfasfas
"Building Toys";"Đồ chơi xây dựng"
122121;122121
212;212
"New other (see details)";"Mới khác (xem chi tiết)"
"Promo Banners";"Quảng cáo banner"
"Create Promo Banner";"Tạo quảng cáo Banner"
"Select Product";"Lựa chọn sản phẩm"
"Enter Product Slug";"Nhập sản phẩm sâm"
"Add Product";"Thêm sản phẩm"
"Change Product";"Thay đổi sản phẩm"
"This Promo Banner currently Disabled";"Biểu ngữ quảng cáo này hiện đang tắt"
"Do you want to enable it now?";"Bạn có muốn bật nó bây giờ?"
"Yes, Enable this Promo Banner";"Vâng, sử biểu ngữ quảng cáo này"
"This Promo Banner is Enabled";"Biểu ngữ quảng cáo này được kích hoạt"
"Disable Now";"Vô hiệu hóa bây giờ"
"Upload Banners";"Tải lên biểu ngữ"
"Upload Banners here";"Tải lên biểu ngữ ở đây"
"Search By Product Name";"Tìm theo tên sản phẩm"
Category:;Thể loại:
Electronics;Thiết bị điện tử
Gadget;Tiện ích
Clothes;Quần áo
Enable;Kích hoạt
Disable;Vô hiệu hoá
"Banner Count";"Số lượng bảng quảng cáo"
"Date Added";"Ngày thêm vào"
10/20/15;10/20/15
Enabled;Kích hoạt
"Samsung Galaxy j1";"Samsung Galaxy j1"
5;5
Disabled;Khuyết tật
"Raffle Manager";"Raffle Manager"
"Register Raffle";"Đăng ký Raffle"
"Raffle Name";"Raffle tên"
"Pool of Possible Winners";"Hồ bơi có thể có người đoạt giải"
"Number of Winners to Generate";"Số lượng người chiến thắng để tạo ra"
"List of Prices";"Danh sách giá cả"
"Raffle Lists";"Danh sách raffle"
Raffle_Name;Raffle_Name
Winners;Người đoạt giải
"Time Created";"Thời gian tạo ra"
Prices;Giá cả
2121sadasd;2121sadasd
test22;kiểm tra 22
"2014-09-16 11:19:32";"2014-09-16 11:19:32"
"Full Name";"Tên đầy đủ"
inonbaguio;inonbaguio
"Inon Baguio";"Inon Baguio"
Content;Nội dung
CSR;CSR
Marketing;Tiếp thị
Super-User;Người dùng siêu cấp
Guest;Đánh
"Registered Users";"Người dùng đăng ký"
"Number of Registered Sellers:";"Số người bán hàng đã đăng ký:"
141;141
Affiliates;Chi nhánh
"2014-07-02 14:34:28";"2014-07-02 14:34:28"
"sam gavinio";"Sam gavinio"
"Banana Republic";"Banana Republic"
38;38
"Report Manager";"Báo cáo quản lý"
"Number of uploaded products per account";"Số lượng các sản phẩm được tải lên mỗi tài khoản"
"Monthly Sign Up Statistics";"Hàng tháng đăng ký thống kê"
"Users w/ &amp; w/out Products";"Người sử dụng w / & amp w/out sản phẩm"
"Number of uploaded items per month";"Số lượng các bản ghi được tải lên mỗi tháng"
"Number of items per parent category";"Số lượng các mục cho mỗi thể loại phụ huynh"
"Show Entries";"Hiển thị các mục"
20;20
40;40
80;80
160;160
Monthsss;Vài tháng
"Sign-up Count";"Đăng ký Count"
2015;2015
January;Tháng một
29;29
February;Tháng hai
March;Tháng ba
April;Tháng tư
May;Có thể
2016;2016
Month;Tháng
