"Schonning Watch (red, metal, large)";"Orologio Schonning (rosso, metallo, grande)"	
"Schonning Watch";"Orologio Schonning"	
Size;Misura	
Color;Colore	
Metal;Metallo	
"Philips Series 500";"Philips Serie 500"	
Subtotal;Totale Parziale	
"Shipping Fee";"Spese di Spedizione"	
Free;Gratis	
"(Metro Manila only)";"(solo Metro Manila)"	
Small;Piccolo	
Red;Rosso	
Steel;Acciaio	
"Add to Cart";"Aggiungi al Carrello"	
"Powered by:";"Promosso da:"	
"To Do business";"Per Fare affari"	
"Login as seller";"Login come venditore"	
"Login as affiliate";"Login come affiliato"	
"Help &amp Support";"Aiuto e supporto"	
"Your account";"Il tuo account"	
"Your order";"Il tuo ordine"	
"Resolution Center";"Centro Risoluzioni"	
Complaints;Reclami	
"Privacy Policy";"Informativa sulla Privacy"	
"Contact Us";"Contattaci"	
"Related Links";"Link Correlati"	
"Download our app";"Scarica la nostra app"	
"Download our app (via QR Code)";"Scarica la nostra app (tramite Codice QR)"	
"for apple";"per apple"	
"for android";"per android"	
"Email Newsletter";"Newsletter via Email"	
"Get the word out. Make sure you don't miss out on interesting events, sale, and more by joining our newsletter program.";"Passa parola. Assicurati di non aver perso eventi interessanti, saldi e altro ancora aderendo al nostro programma di newsletter."	
Subscribe;Abbonati	
"&copy 2015 YiLinker. Trademarks and brands are the property of their respective owners.";"& copia YiLinker 2015. I marchi di fabbrica e le marche sono di proprietà dei rispettivi proprietari."	
FAQ;Domande Frequenti	
"Shipping &amp delivery";"Consegna e Spedizione"	
"Return Policy";"Politica di Restituzione"	
"Terms of use";"Termini di utilizzo"	
"Contact us";"Contattaci"	
Payment;Pagamento	
"Get the word out. Make sure you didn't miss interesting events, sale, and more by joining our newsletter program.";"Passa parola. Assicurati di non aver perso eventi interessanti, saldi e altro ancora aderendo al nostro programma di newsletter."	
"Your current browser was developed over a decade ago,";"Il tuo browser attuale è stato sviluppato più di un decennio fa,"	its like watching TV in black and white in 2015!";"È come nel 2015, guardando in bianco e nero!"
"its like watching TV in black and white in 2015!";"È come nel 2015, guardando in bianco e nero!"	
"Please view the website in one of these modern browsers";"Si prega di consultare il sito web in uno di questi browser moderni"	
download;scarica	
"google chrome";"google chrome"	
"mozilla firefox";"mozilla firefox"	
"apple safari";"safari apple"	
Categories;Categorie	
Search...;Ricerca...	
"Suggested Search";"Ricerca Suggerita"	
"(eg. mobile, dress, toys, etc...)";"(es. cellulare, vestito, giocattoli, ecc...)"	
English;Inglese	
Chinese;Cinese	
Canada;Canada	
"For Android";"Per Android"	
"For IOS";"Per IOS"	
"on your wishlist";"sulla tua lista dei desideri"	
"0 items";"0 articoli"	
"on your cart";"nel tuo carrello"	
"Account Management";"Gestione Account"	
Settings;Impostazioni	
Messages;Messaggi	
Help;Guida	
Logout;Logout	
Sign-Up;Iscriviti 	
Log-In;Log-In	
"Filter Area:";"Filtra Area:"	
Sub-Category;Sotto-Categoria	
All;Tutti 	
Price;Prezzo	
"Price Range";"Fascia di Prezzo"	
Brand;Marchio	
"More Filter";"Più Filtri"	
"Sort By:";"Ordina Per:"	
Relevance;Rilevanza	
"New to Old";"Dal più Recente al più Vecchio"	
"Old to New";"Dal più Vecchio al più Recente"	
Alphabetical;Alfabetico	
Popularity;Popolarità	
of;di	
"View By:";"Mostra Per:"	
"Add to cart";"Aggiungi al carrello"	
"You have 0 items on your wishlist";"Hai 0 articoli nella tua lista dei desideri"	
"All Categories";"Tutte le Categorie"	
Home;Casa	
"Sub Category:";"Sotto Categoria:"	
More;Più	
Less;Meno	
"view more";"leggi di piú"	
"Edit Address";"Modifica Indirizzo"	
"Delete Address";"Eliminare Indirizzo"	
"See More";"Vedi di Più"	
"Ship To";"Spedisci A"	
"New Address";"Nuovo Indirizzo"	
Proceed;Procedi	
"Guest Checkout allows you to purchase from our website even if you aren't registered. After your purchase has been completed you'll still have the option to register for an account.";"Il Checkout per Ospite ti permette di acquistare dal nostro sito anche se non sei registrato. Dopo che il tuo acquisto sarà stato completato avrai ancora la possibilitàdi registrare un account."	
"Verify Number";"Verifica Numero"	
"Verification code has been successfully resent";"Il codice di verifica è stato reinviato con successo"	
"You are about to change your contact number, please ensure that your mobile phone is within reach before you proceed with this step.";"Stai per cambiare il tuo numero di contatto, ti preghiamo di assicurarti di avere a portata di mano il cellulare prima di procedere con questo passaggio."	
"Please enter the 6 digit code that was sent to your mobile phone";"Inserisci il codice di 6 cifre che è stato inviato al tuo cellulare"	
"Time Left:";"Tempo rimasto:"	
0;0	
"Enter Code";"Inserisci Codice"	
"Enter your verification code";"Inserisci il tuo codice di verifica"	
Cancel;Annulla	
"Resend Code";"Reinvia Codice"	
"Verify and Continue";"Verifica e Continua"	
"Checkout Type";"Tipo Check-out"	
Summary;Riepilogo	
Overview;Panoramica	
Email/Mobile;Email/Cellulare	
"Enter your email/mobile here";"Inserisci email/cellulare qui"	
Password;Password	
"Enter your password here";"Inserisci la tua password qui"	
"Sign In &amp";"Accedi & amp"	
"or sign in with";"o accedi con"	
Facebook;Facebook	
Google+;Google +	
"Order Summary";"Riepilogo Ordine"	
"Grand Total";"Totale Complessivo"	
"Voucher Deduction";"Deduzione Voucher"	
"There are no items to checkout.";"Non sono presenti elementi di checkout."	
"Go back to checkout";"Torna alla cassa"	
Congratulations;Complimenti	
"Your purchase was a success";"L'acquisto è stato un successo"	
"Want to buy more items similar to this?";"Vuoi comprare più articoli simili a questo?"	
"Congratulations on a successful purchase! While waiting for your product to arrive, we suggest checking out other related products that you just bought.";"Congratulazioni per un acquisto di successo! Mentre aspetti che arrivi il tuo prodotto, ti suggeriamo di dare un’occhiata ad altri prodotti correlati che hai appena acquistato."	
"View Transaction";"Visualizza Transazioni"	
or;o	
"Would you like to register an account?";"Vuoi registrare un account?"	
"Based on the information that you've provided in your order, YiLinker already has your basic information that's needed in creating an account. If you'd like to register on our website to receive more exciting news about our upcoming products & other promos, just enter your password and you're all set.";"Sulla base delle informazioni che ci hai fornito nel tuo ordine, YiLinker ha già le informazioni di base che servono a creare un account. Se desideri registrarti sul nostro sito per ricevere le notizie più interessanti sui nostri prossimi prodotti e altre promozioni, basta inserire la password e sei pronto."	
"Sign Up Now";"Iscriviti Ora"	
"Consignee Name:";"Nome Destinatario:"	
"Justine Carl Duazo";"Justine Carl Duazo"	
"Full Address:";"Indirizzo Completo:"	
"6F Five E-com Tower, Pacific Drive, Mall of Asia Complex, Pasay City";"6F Five E-com Tower, Pacific Drive, Mall of Asia Complex, Pasay City"	
"Mobile Number:";"Numero di Cellulare:"	
9271234567;9271234567	
"City/ Municipality:";"Città / Comune:"	
Manila;Manila	
"Transaction Details";"Dettagli Transazione"	
"Transaction Number:";"Numero Transazione:"	
123324234;123324234	
"Invoice Number:";"Numero Fattura:"	
2342q42342q34;2342q42342q34	
"Payment Method:";"Metodo di Pagamento:"	
"Cash on Delivery";"Contanti alla Consegna"	
"Total Amount:";"Importo Totale:"	
"Transaction Date:";"Data della transazione:"	
01/21/2016;01/21/2016	
"Your Order Details";"Dettagli del tuo Ordine"	
Product;Prodotto	
Quantity;Quantità	
"Size :";"Misura:"	
"Color :";"Colore:"	
1;1	
"Order Total";"Totale Ordine"	
"Print Receipt";"Stampa Ricevuta"	
"YiLinker adheres to the highest standards when it comes to protecting our user's sensitive data. We currently don't save your Credit/Debit Card details on our website.";"YiLinker aderisce ai più alti standard quando si tratta di proteggere i dati sensibili dei nostri utenti. Attualmente non salviamo i dati della Carta di Credito/Debito sul nostro sito web."	
"Delivery Address:";"Indirizzo di Consegna:"	
"Consignee Contact Number:";"Numero di Contatto del Destinatario:"	
"Voucher Code";"Codice Voucher"	
"Invalid Or Expired Code";"Codice Non Valido o Scaduto"	
"Successfully applied code";"Codice correttamente applicato"	
"Enter your voucher code here";"Inserisci qui il codice voucher"	
Apply;Applica	
"How Do You Wish To Pay?";"Come  Desideri Pagare?"	
"Click one of the options below";"Fai clic su una delle seguenti opzioni"	
"To ensure that you'll have a smooth shopping & delivery experience, please prepare the exact amount upon the date of delivery.";"Per garantire la migliore esperienza di shopping e consegna, si prega di preparare l'importo esatto al momento della consegna."	
"Your payment solution for Over-the-Counter (OTC) payments if you don't have a Credit/Debit card.";"La soluzione di pagamento per i pagamenti CFD (OTC) se non hai una Carta di Credito/Debito."	
"The Philippines' leading payment solution for Credit/Debit Card transactions.";"Soluzione di pagamento leader nelle Filippine per le transazioni con Carta di Credito/Debito."	
"Go back";"Indietro"	
Continue;Continua	
Consignee;Destinatario	
"Ship this transaction with the consignee details below.";"Spedisci questa transazione con i dettagli del destinatario sottostanti."	
Name;Nome	
"Enter consignee name here";"Inserisci qui il nome destinatario"	
"Contact Number";"Numero di Contatto"	
"Enter consignee contact number here";"Inserisci qui il numero di contatto del destinatario"	
"YiLinker Express is capable of shipping anywhere in the Philippines at affordable rates";"YiLinker Express è in grado di spedire ovunque nelle Filippine a prezzi vantaggiosi"	
"YiLinker Express offers FREE shipping on Metro Manila orders only";"YiLinker Express offre spedizione GRATUITA solo per gli ordini di Metro Manila "	
"You'll receive the tracking details for your parcel soon after the dispatch of your order.";"Riceverai i dettagli di tracking per il tuo pacco subito dopo la spedizione del tuo ordine."	
"Ships in";"Spedisci"	
"No hidden fees";"Nessuna spesa nascosta"	
"7 days return policy";"Restituzione entro 7 giorni"	
"Mobile number is required";"Il numero di cellulare è obbligatorio"	
"Enter your mobile number here";"Inserisci il tuo numero di cellulare qui"	
"New Shipping Address";"Nuovo Indirizzo di Spedizione"	
"Delete Address?";"Eliminare indirizzo?"	
"Are you sure you want to delete this address";"Sei sicuro di voler eliminare questo indirizzo"	
Delete;Elimina	
"Update Shipping Address";"Aggiorna Indirizzo di Spedizione"	
"Shipping address has been successfully updated";"L’indirizzo di spedizione è stato aggiornato con successo"	
Okay;Ok	
"Change Mobile Number";"Modifica Numero di Cellulare"	
"Invalid contact number";"Numero di telefono non valido"	
"Enter New Number";"Immettere Nuovo Numero"	
"Enter your new number here";"Inserisci il tuo nuovo numero qui"	
Submit;Invia	
"The code is either invalid or is already expired.";"Il codice non è valido o è già scaduto."	
Verify;Verifica	
"Contact number has been successfully verified.";"Il numero di contatto è stato verificato con successo."	
"Check As";"Verifica Come"	
"Sign In";"Accedi"	
"Guest Checkout";"Checkout Ospite "	
"Welcome to YiLinker";"Benvenuto a YiLinker"	
"You cannot use the checkout functionality while you're still unverified.";"Non è possibile utilizzare la funzionalità di check-out quando non si è ancora verificati."	
Back;Indietro	
"Back to Home Page";"Torna alla Home Page"	
"Get Our App for FREE";"Scarica GRATIS la Nostra App "	
"YiLinker - All you need in one place";"YiLinker - Tutto ciò di cui hai bisogno in un unico posto"	
"Coming soon";"Prossimamente "	
;	
Be a Buyer;Essere un Compratore	
"View our Site";"Visita il nostro Sito"	
"Be a Seller";"Essere un Venditore"	
"Join Now";"Iscriviti Ora"	
"Be an Affiliate";"Essere un Affiliato"	
"Learn More";"Ulteriori Informazioni"	
"Stay tuned! You can subscribe to our newsletter to get a notification when we launch!";"Resta sintonizzato! Puoi iscriverti alla nostra newsletter per ricevere una notifica quando iniziamo!"	
a notification when we launch!;"una notifica quando lanciamo!"	a notification when we launch!;"__a notification when we launch!"
"Enter your email address here";"Inserisci il tuo indirizzo e-mail qui"	
SUBSCRIBE;ABBONATI	
"+63 977-7265481";"+ 63 977-7265481"	
"Top Brands";"Migliori Marche"	
"Shop This Brand";"Compra questa Marca"	
off;fuori	
"Add to wislist";"Aggiungi a lista dei desideri"	
Top Categories;Le Migliori Categorie	
"Shop Now";"Acquista Ora"	
"Featured Items";"Articoli Consigliati"	
"view more &rarr";"leggi di piú & rarr"	
"Top Sellers";"Più venduti"	
"Seller Name";"Nome Venditore"	
Specialty:;Specialità:	
FEATURED;IN PRIMO PIANO	
"Items You May Like";"Elementi che Ti Potrebbero Piacere"	
"New Arrivals";"Nuovi Arrivi"	
"Banner Title";"Titolo Banner"	
"New Sellers";"Nuovi Venditori"	
"See What Others are Selling";"Vedi Cosa Vendono gli Altri"	
"view more sellers";"mostra più venditori"	
"Our Recommendation";"La Nostra Raccomandazione"	
"Trending Categories";"Categorie Popolari"	
"Recommended Seller";"Venditore Consigliato"	
"Free Shipping Nationwide";"Spedizione Gratuita Nazionale"	
"No minimum purchase required";"Nessun acquisto minimo richiesto"	
"7-day return";"7 giorni per la restituzione"	
"Money back guaranteed";"Soddisfatti o rimborsati"	
"24/7 Support";"Supporto 24/7"	
"Online help";"Guida in linea"	
"Safe Shopping";"Shopping Sicuro"	
"Product guaranteed";"Prodotto garantito"	
"20% off";"20% di sconto"	
"Thank You!";"Grazie!"	
"See you Soon!";"A presto!"	
"Promo Mechanics:";"Meccanica Promozionale:"	
YiLinker;YiLinker	
"Campaign Period: November 16 to December 13, 2015";"Periodo di Campagna: Dal 16 novembre al 13 dicembre 2015"	
Prizes;Premi	
"Main Prize:";"Premio Principale:"	
"Consolation Prize:";"Premio di Consolazione:"	
"How to Join?";"Come Aderire?"	
"6F Five E-Com Center Pacific Drive, MOA Complex, Pasay City, Metro Manila, Philippines";"6F Five E-Com Center Pacific Drive, MOA Complex, Pasay City, Metro Manila, Filippine"	
"The following are not qualified for the promo:";"I seguenti non sono qualificati per la promozione:"	
"Criteria for Claiming the Prize";"Criteri per Rivendicare il Premio"	
"For a person to qualify, he/she:";"Per qualificarsi, lui/lei:"	
"Users may join the promo by:";"Gli utenti possono partecipare alla promozione attraverso:"	
"How to Register?";"Come Registrarsi?"	
"How to Create an Entry?";"Come Creare una Voce?"	
"Terms and Condition";"Termini e Condizioni"	
"Out of Stock";"Esaurito"	
"7-Day Return";"7 giorni per la Restituzione"	
"Free Shipping";"Spedizione Gratuita"	
"scroll down";"scorri verso il basso"	
"for more info";"per maggiori informazioni"	
"{0} no reviews|{1} %count% review|]1,Inf[ %count% reviews";"{0} nessuna recensione |{1} %count%review|]1,Inf[ %count% reviews "	
"Add to Wishlist";"Aggiungi alla Lista dei Desideri"	
"Short Description";"Breve Descrizione"	
Seller;Venditore	
"Free Shipping (Metro Manila only)";"Spedizione Gratuita (solo Metro Manila)"	
"out of stock";"esaurito"	
"Buy now";"Acquista Ora"	
"Share this product";"Condividi questo prodotto"	
Twitter;Twitter	
"Description &amp";"Descrizione &amp"	
"Payment &amp";"Pagamento &amp"	
"Buyer Reviews";"Recensioni Compratore "	
"Special Offers";"Offerte Speciali"	
Description;Descrizione	
"Related Video";"Video Correlati"	
Specifications;Specifiche	
Condition;Condizione	
SKU;SKU	
"Payment Options";"Opzioni di Pagamento"	
"We accept all major credit cards through DragonPay &amp";"Accettiamo tutte le principali carte di credito attraverso DragonPay & amp	
"We do not accept other currency in any amount";"Non si accettano altre valute di qualsiasi importo"	
"Sellers can't require buyers to pay using methods that aren't allowed on YiLinker";"I venditori non possono richiedere agli acquirenti di pagare usando metodi che non sono consentiti su YiLinker"	
"Shipping &amp";"Spedizione &amp"	
"Not available";"Non disponibile"	
"Add to wishlist";"Aggiungi alla lista dei desideri"	
"No rating or review for this product yet";"Non è ancora disponibile alcuna valutazione o recensione per questo prodotto. "	
Specialty;Specialità	
"Mark your Address";"Contrassegna il tuo Indirizzo"	
"Mark Location";"Contrassegna Posizione"	
"Feedback for Product";"Feedback per Prodotto"	
"Feedback title and content cannot be empty";"Il titolo e il contenuto del feedback non possono essere vuoti"	
"Let other people know what you think about this product.";"Lascia che altre persone sappiano cosa ne pensi di questo prodotto."	
Rating:;Voto:	
Title:;Titolo:	
"Enter review title here";"Inserisci il titolo della recensione qui"	
Comment:;Commento:	
"Leave a comment";"Lascia un commento"	
"Feedback for Seller";"Feedback per il Venditore"	
"Product List";"Lista Prodotto"	
SKU:;SKU:	
Quantity:;Quantità:	
Details:;Dettagli:	
Condition:;Condizione:	
"Product Price:";"Prezzo Prodotto:"	
Brand:;Marca:	
Status:;Stato:	
Total:;Totale:	
"Feedback to Seller";"Feedback al Venditore"	
"Go to seller page";"Vai alla pagina del venditore"	
"Activity Log";"Registro Attività"	
Information;Informazioni	
"Followed Seller";"Venditore Seguito"	
"Upload Document";"Carica Documento"	
"Followed Sellers";"Venditori Seguiti"	
OOOooops!!!;OOOooops!!!	
"It looks like you haven't followed any Sellers yet. Checkout our homepage and follow some of the best Sellers that we have on YiLinker.";"Sembra che tu non abbia ancora seguito alcun venditore. Dai un’occhiata alla nostra homepage e segui alcuni dei migliori venditori che abbiamo su YiLinker."	
"My Points";'I Miei Punti"	
"Basic Information";"Informazioni di Base"	
"Email verification sent.";"Email di verifica inviata."	
"Something went wront. Please try again later";"Qualcosa è andato storto. Si prega di riprovare più tardi"	
"Information successfully updated.";"Informazioni aggiornate con successo."	
"First Name";"Nome"	
"Enter your first name here";"Inserisci il tuo nome qui"	
"Last Name";"Cognome"	
"Enter your last name here";"Inserisci qui il tuo cognome"	
"Mobile Number";"Numero di Cellulare"	
Change;Modifica	
"Mobile number is not yet verified.";"Il numero di cellulare non è ancora verificato."	
"Click here to verify";"Clicca qui per verificarlo"	
"Kindly enter your contact number.";"Inserisci gentilmente il tuo numero di contatto."	
"Verified mobile number";"Numero di cellulare verificato"	
"Account Information";"Informazioni Account"	
"Enter your email here";"Inserisci la tua email qui"	
"Your Referral Code";"Il tuo Codice di Riferimento"	
"Copy Link.";"Copia Link."	
"Copy Code";"Copia Codice"	
"Referral Person";"Referente"	
"Referrers Name:";"Nome Referenti:"	
"Referrers Code:";"Codice Referenti:"	
Save;Salva	
"Shipping Address";"Indirizzo di Spedizione"	
"Save Changes";"Salva le Modifiche"	
"New Shippping Address";"Nuovo Indirizzo di Spedizione"	
"Pin your address to map";"Segnala il tuo indirizzo sulla mappa"	
"Home Address";"Indirizzo di Casa"	
"Unit Number";"Numero di Unità"	
"Building Name";"Nome Edificio"	
"Street Number";"Numero Civico"	
"Street Name";"Nome Via"	
Subdivision;Suddivisione	
"Select your province";"Seleziona la tua provincia"	
Select your city;Seleziona la tua città	
"Select your Barangay";"Seleziona il tuo Barangay"	
Zipcode;Codice Postale	
"Select your City";"Seleziona la tua Città"	
"Apply Changes";"Applica le Modifiche"	
"Change Email Address";"Modifica Indirizzo Email"	
"Enter your new email address here";"Inserisci il tuo nuovo indirizzo email qui"	
"Confirm your new email address here";"Conferma il tuo nuovo indirizzo e-mail qui"	
"Change Password";"Cambia Password"	
"Enter your current password here";"Inserisci la tua password attuale"	
"Enter your new password here";"Inserisci la nuova password qui"	
"Confirm your new password here";"Conferma la nuova password qui"	
"My Profile";"Il mio Profilo"	
Transaction;Transazione	
"All Transactions";"Tutte le Transazioni"	
On-Delivery;Alla Consegna	
"For Feedback";"Per Feedback"	
"Crop Photo";"Ritaglia Foto"	
"Select Products";"Seleziona Prodotti"	
Category;Categoria	
"Electronics &amp";"Elettronica &amp"	
Accessories;Accessori	
"Product to Sell";"Prodotto da Vendere"	
"Search item here";"Ricerca articolo qui"	
"All Products";"Tutti i Prodotti"	
"Sample er wer wer wer we rwe r";"Campione er wer wer wer we rwe r "	
"Your inbox is currently empty.";"La tua casella di posta in arrivo è attualmente vuota."	
"Point Earned";"Punto Guadagnato"	
Breakdown;Ripartizione	
"""|{1} Point
                                                |]1,Inf[ Punti"";""__|{1} Point
                                                |]7,Inf[ Punti"""	
We understand how frustrating it can be when there's a problem with one of your transactions. One of the benefits of using YiLinker is that you can take advantage of our Resolution Center to help you track, manage and resolve it as quickly as possible with absolute transparency.;Sappiamo bene quanto può essere frustrante quando si verifica un problema con una delle tue transazioni. Uno dei vantaggi dell'utilizzo di YiLinker è che è possibile usufruire del nostro centro di risoluzione per aiutarti a monitorarlo, gestirlo e risolverlo il più rapidamente possibile con assoluta trasparenza.	
"Before filing for a dispute, please make sure that you've exhausted all efforts in reaching an agreement with the the other party. Decisions made by our specialists will be deemed final and will only be reopened when new evidence has been presented by one of the parties. We try to resolve cases as quickly as possible, but some may take longer depending on its circumstances.";"Prima di presentare una contestazione, ti preghiamo di assicurarti di aver fatto uno sforzo nel raggiungimento di un accordo con la controparte. Le decisioni prese dai nostri specialisti saranno considerate finali e saranno riaperte solo quando una delle parti avrà presentato nuove prove. Cerchiamo di risolvere i casi il più rapidamente possibile, ma alcuni potrebbero richiedere più tempo a seconda delle circostanze."	
"File a dispute";"Presenta una contestazione"	
Cases;Casi	
"Search By Case Id";"Ricerca Per Id Caso"	
Search;Ricerca	
Filter;Filtro	
"Case ID";"ID Caso"	
"Dispute Title";"Titolo Controversia"	
Status;Stato	
"Other Party";"Controparte"	
"Date Opened";"Data di Apertura"	
Open;Aperto	
Closed;Chiuso	
"No case found";"Nessun caso trovato"	
"Enter title here";"Inserisci il titolo qui"	
"Dispute Type";"Tipo Controversia"	
"Select dispute type here";"Seleziona qui il tipo di controversia"	
"Transaction No.";"Transazione N."	
"Select transaction here";"Seleziona transazione qui"	
"Select reason here";"Seleziona motivo qui"	
"Select item to dispute:";"Seleziona l’articolo da contestare:"	
Remarks;Osservazioni	
"Leave your remarks here";"Lascia i tuoi commenti qui"	
"Your case has been successfully submitted";"Il tuo caso è stato inviato correttamente"	
"To be approved by Admin.";"Da essere provato dall'Amministratore."	
OPEN;APERTO	
CLOSED;CHIUSO	
"Dispute Details";"Dettagli Controversia"	
Reason:;Motivo:	
Items:;Articoli:	
"No remarks";"Nessun commento"	
Contacts;Contatti	
Notifications;Notifiche	
"SMS Notifications";"Notifiche SMS"	
"Aside from your email, you'll also receive marketing announcements on your mobile by default. You can choose whether you want to receive SMS notifications.";"A parte la tua e-mail, riceverai anche  annunci pubbliciatri sul tuo cellulare per impostazione predefinita. È possibile scegliere se si desiderano ricevere notifiche via SMS."	
Account setting;Impostazioni Account	
"Deactivate My Account";"Disattivare il Mio Account"	
"We'd really hate to see you go but, you still get to decide whether you want to keep your account active or deactivate it. Other people with whom you have transacted with will still have a record of your transactions details including, but not limited to your name & contact number. You will also receive an email that contains a reactivation link should you wish to reactivate your account at a future time.";"Ci dispiacerebbe moltissimo vederti andare via, puoi ancora decidere se desideri mantenere attivo il tuo account oppure disattivarlo. Altre persone con cui sono hai scambiato transazioni hanno ancora un registro dei tuoi dettagli di transazioni, inclusi il tuo nome e numero da contattare. Inoltre riceverai un'e-mail contenente un link di riattivazione se desideri riattivare il tuo account in futuro."	
"The password you entered is invalid.";"La password che hai inserito non è valida."	
"Please enter your password to confirm your account deactivation.";"Inserisci la tua password per confermare la disattivazione dell'account."	
Deactivate;Disattiva	
"Account has been successfully deactivated.";"L’account è stato disattivato con successo."	
"A reactivation email has been to your email should you wish to reneable your account.You will be logged out now.";"Un'e-mail di riattivazione è stata inviata al tuo indirizzo email se desideri riattivare il tuo account. Ora verrai disconesso."	
"Are you sure you want to proceed?";"Sei sicuro di voler procedere?"	
"You are about to change the subscription status of your active mobile number.";"Stai per modificare lo stato della sottoscrizione del tuo numero di cellulare attivo."	
"This Year";"Quest'anno"	
"This Week";"Questa Settimana"	
"This Month";"Questo Mese"	
Date;Data"	
Qty;Quantità	
"Payment Type";"Tipo di Pagamento"	
"Order Status";"Stato Ordine"	
"No transaction available";"Nessuna transazione disponibile"	
"Go Back";"Indietro"	
"Transaction Number";"Numero Transazione"	
Details;Dettagli	
"Payment Type:";"Tipo di Pagamento:"	
"Date Created:";"Data di Creazione:"	
"Total Quantity:";"Quantità Totale:"	
Subtotal:;Totale Parziale:	
"Shipping Fee:";"Spese di Spedizione:"	
FREE;GRATIS	
"Voucher Code:";'Codice Voucher:"	
"Voucher Price Deduction:";"Deduzione Prezzo Voucher:"	
"Total Cost:";"Costo Totale:"	
"Cancel Order";"Annulla Ordine"	
"Feedback sent";"Feedback inviato"	
"Feedback has been successfully submitted.";"Il feedback è stato inviato correttamente."	
Informatio;Informazioni	
"Upload your document";"Carica il tuo documento"	
"Only PDF, PNG, JPEG files are accepted";"Sono accettati solo file PDF, PNG, JPEG "	
Upload;Carica	
"Uploaded Documents";"Documenti Caricati"	
"Add a feedback to this store to let other people know what you think. Your opinions matter to us.";"Aggiungi un feedback a questo negozio per lasciare che altre persone sappiano cosa ne pensi. La tua opinione è importante per noi."	
"Communication Rating:";"Valutazione Comunicazione:"	
"Quality Rating:";"Valutazione Qualità:"	
"PROMO CODE:";"CODICE PROMOZIONALE:"	
"Terms and Conditions:";"Termini e Condizioni:"	
"Promo Period:";"Periodo Promozionale:"	
"SIGN UP NOW";"ISCRIVITI ORA"	
"SHOP NOW";"ACQUISTA ORA"	
*;*	
"Store Location";"Posizione Negozio"	
"Need Assistance?";"Necessiti Assistenza?"	
"SEND MESSAGE";"INVIA MESSAGGIO"	
"Send Message";"Invia Messaggio"	
"Enter your message here";"Inserisci qui il tuo messaggio"	
"Unfollow Seller";"Non seguire più il Venditore"	
"Follow Seller";"Segui il Venditore"	
About;Informazioni	
"What People";"Quello che la Gente"	
"Are saying";"Dice"	
Products;Prodotti	
"Store Information";"Informazioni Negozio"	
Feedbacks;Feedback	
"Search For Products";"Ricerca per Prodotti"	
"Resend Email Verification";"Rispedisci Email di Verifica"	
