"How Do You Wish To Pay?";"¿Cómo desea pagar?"	
"Click one of the options below";"Haga clic en una de las siguientes opciones"	
"To ensure that you'll have a smooth shopping & delivery experience, please prepare the exact amount upon the date of delivery.";"Para asegurarse de tener una experiencia de compra y entrega sin complicaciones y la entrega, asegúrese de tener la cantidad exacta en la fecha de entrega."	
"Your payment solution for Over-the-Counter (OTC) payments if you don't have a Credit/Debit card.";"Si no tiene una tarjeta de crédito / débito tiene la  solución de  pagos por ventanilla (OTC) ."	
"The Philippines' leading payment solution for Credit/Debit Card transactions.";"solución de pago más importantes para Filipinas para las transacciones con tarjeta de crédito / débito."	
"Go back";"Volver"	
Continue;Continuar	
Consignee;Destinatario	
"Ship this transaction with the consignee details below.";"Enviar esta transacción con los detalles del destinatario de abajo."	
Name;Nombre	
"Enter consignee name here";"Introduzca aquí el nombre del destinatario" 	
"Contact Number";"Número de contacto"	
"Enter consignee contact number here";"Introduzca aquí el número de contacto del destinatario aquí"	
"YiLinker Express is capable of shipping anywhere in the Philippines at affordable rates";"YiLinker Express puede hacer envíos en cualquier lugar en Filipinas a precios asequibles"	
"YiLinker Express offers FREE shipping on Metro Manila orders only";"YiLinker Express ofrece el envío GRATIS de pedidos sólo a Metro Manila"	
"You'll receive the tracking details for your parcel soon after the dispatch of your order.";"Recibirá los datos para el seguimiento de su paquete poco después del envío de su pedido."	
"Ships in";"Se envía en"	
"No hidden fees";"Sin cargos ocultos"	
"7 days return policy";"con política de devolución en 7 días"	
"Mobile number is required";"Se requiere el número de móvil"	
"Enter your mobile number here";"Introduzca aquí su número de teléfono móvil "	
"New Shipping Address";"Nueva dirección de envío"	
"Delete Address?";"¿Desea eliminar la dirección?"	
"Are you sure you want to delete this address";"¿Seguro que quieres eliminar esta dirección?"	
Delete;Borrar	
"Update Shipping Address";"Actualización de la dirección de envío"	
"Shipping address has been successfully updated";"La dirección de envío se ha actualizado correctamente"	
Okay;Ok	
"Change Mobile Number";"Cambiar número de móvil"	
"Invalid contact number";"Número de contacto no válido"	
"Enter New Number";"Introducir un número nuevo"	
"Enter your new number here";"Introduzca aquí su nuevo número "	
Submit;Enviar	
"The code is either invalid or is already expired.";"El código no es válido o ya ha caducado."	
Verify;Verificar	
"Contact number has been successfully verified.";"El número de contacto se ha verificado correctamente."	
"Check As";"Comprobar como"	
"Sign In";"Registrarse"	
"Guest Checkout";"Pago de pedido de invitados"	
"Welcome to YiLinker";"Bienvenido a YiLinker"	
"You cannot use the checkout functionality while you're still unverified.";"No se puede utilizar la funcionalidad de pago, si usted aun no esta verificado."	
Back;Volver	
"Back to Home Page";"Volver a la página de inicio"	
"Get Our App for FREE";"Obtener Nuestra aplicación de forma gratuita"	
"YiLinker - All you need in one place";"YiLinker - Todo lo que necesita en un solo lugar"	
"Coming soon";"Próximamente"	
;	
"Be a Buyer";"Sea un comprador"	
"View our Site";"Ver nuestro sitio"	
"Be a Seller";"Sea un vendedor"	
"Join Now";"Únete ahora"	
"Be an Affiliate";"Sea un Afiliado"	
"Learn More";"Aprende más"	
"Stay tuned! You can subscribe to our newsletter to get";"¡Manténganse al tanto! Puede suscribirse a nuestro boletín de noticias para recibir"	
"a notification when we launch!";"una notificación cuando se haga un lanzamiento!"	
"Enter your email address here";"Introduzca aquí su dirección de correo electrónico "	
SUBSCRIBE;SUSCRIBIR	
"+63 977-7265481";"+63 977-7265481"	
"Top Brands";"Mejores marcas"	
"Shop This Brand";"comprar estas marcas"	
off;Apagado	
"Add to wislist";"Añadir a la lista de artículos deseados"	
"Top Categories";"Categorías principales"	
"Shop Now";"Comprar ahora"	
"Featured Items";"Artículos destacados"	
"view more &rarr";"Ver más "	
"Top Sellers";"Lo mas vendido"	
"Seller Name";"Nombre del vendedor"	
Specialty:;Especialidad:	
FEATURED;DESTACADO	
"Items You May Like";"Los productos que le puede gustar"	
"New Arrivals";"Nuevas adquisiciones"	
"Banner Title";"Título bandera"	
"New Sellers";"Nuevos vendedores"	
"See What Others are Selling";"Vea lo que otros están vendiendo"	
"view more sellers";"Ver más vendedores"	
"Our Recommendation";"Nuestra recomendación"	
"Trending Categories";"Categorías de tendencias"	
"Recommended Seller";"Vendedor recomendado"	
"Free Shipping Nationwide";"Envió gratuito a nivel nacional "	
"No minimum purchase required";"Sin compra mínima requerida"	
"7-day return";"Política de devolución de 7 días"	
"Money back guaranteed";"Devolución de dinero garantizado"	
"24/7 Support";"Soporte 24/7"	
"Online help";"Ayuda en línea"	
"Safe Shopping";"Compras seguras"	
"Product guaranteed";"Producto garantizado"	
"20% off";"20% de descuento"	
"Thank You!";"¡Gracias!"	
"See you Soon!";"¡Te veo pronto!"	
"Promo Mechanics:";"Mecánica promocional"	
"YiLinker";"YiLinker"	
"Campaign Period: November 16 to December 13, 2015";"Período de campaña: 16 nov-13 dic 2015"	
Prizes;Premios	
"Main Prize:";"Premio principal"	
"Consolation Prize";"Premio de consolación"	
"How to Join?";? "Cómo unirse?"	
"6F Five E-Com Center Pacific Drive, MOA Complex, Pasay City, Metro Manila, Philippines";"6F Five E-Com Center Pacific Drive, MOA Complex, Pasay City, Metro Manila, Filipinas"	
"The following are not qualified for the promo:";"Lo siguiente no está calificado para la Promo"	
"Criteria for Claiming the Prize";"Criterios para la obtención del premio"	
"For a person to qualify, he/she:";"Para que una persona califique, él / ella:"	
"Users may join the promo by:";"Los usuarios pueden unirse a la promo a través de:"	
"How to Register?";"¿Cómo registrarse?"	
"How to Create an Entry?";"¿Cómo crear una entrada?"	
"Terms and Condition";"Términos y Condiciones"	
"Out of Stock";"Agotado"	
"7-Day Return";"Devolución de 7 días "	
"Free Shipping";"Envío gratis"	
"scroll down";"Deslizar hacia abajo"	
"for more info";"Para más información"	
"{0} no reviews|{1} %count% review|]1,Inf[ %count% reviews";"{0} no hay comentarios | {1}% conteo% de comentarios |] 1, inf [% conteo% comentarios"	
"Add to Wishlist";"Añadir a la lista de deseos"	
"Short Description";"Breve descripción "	
Seller;Vendedor	
"Free Shipping (Metro Manila only)";"Envió gratuito (Solo a Metro Manila)"	
"out of stock";"Fuera de existencia"	
"Buy now";"Comprar ahora"	
"Share this product";"Compartir este producto"	
Twitter;Twittear	
"Description &amp";"Descripción"	
"Payment &amp";"Pago"	
"Buyer Reviews";"Revisar vendedores"	
"Special Offers";"Ofertas especiales"	
Description;Descripción	
"Related Video";"Video relacionado"	
Specifications;Especificaciones	
Condition;Condición	
SKU;SKU	
"Payment Options";"Opciones de pago"	
"We accept all major credit cards through DragonPay &amp";"Aceptamos todas la tarjetas de crédito mas importantes a través de DragonPay."	
"We do not accept other currency in any amount";"No aceptamos ninguna cantidad en otra moneda"	
"Sellers can't require buyers to pay using methods that aren't allowed on YiLinker";"Los vendedores no pueden pedir a los compradores que paguen utilizando métodos de pagos que no están autorizados por Ylinker"	
"Shipping &amp";"Envió"	
"Not available";"No disponible"	
"Add to wishlist";"Agregar a la lista de artículos deseados"	
"No rating or review for this product yet";"Este producto no tiene aun clasificación o revisiones "	
Specialty;Especialidad	
"Mark your Address";"Marcar su dirección"	
"Mark Location";"Marcar su ubicación"	
"Feedback for Product";"Comentarios sobre el producto"	
"Feedback title and content cannot be empty";"El titulo del comentario y el contenido no pueden estar vacíos"	
"Let other people know what you think about this product.";"Permitir a otras personas sepan lo que piensa acerca de este producto."	
Rating:;Clasificación:	
Title:;Título:	
"Enter review title here";"Introduzca aquí el titulo dela opinión"	
Comment:;Comentario:	
"Leave a comment";"Dejar un comentario"	
"Feedback for Seller";"Comentario para el Vendedor"	
"Product List";"Lista de productos"	
SKU:;SKU:	
Quantity:;Cantidad:	
Details:;Detalles:	
Condition:;Condición:	
"Product Price:";"Precio del producto:"	
Brand:;Marca:	
Status:;Estado:	
Total:;Total:	
"Feedback to Seller";"Comentarios para el vendedor"	
"Go to seller page";"Ir a la página del vendedo r"	
"Activity Log";"Registro de actividades"	
Information;Información	
"Followed Seller";"Vendedor seguido"	
"Upload Document";"Cargar documento"	
"Followed Sellers";"Vendedores seguidos"	
OOOooops!!!;OOOooops!!!	
"It looks like you haven't followed any Sellers yet. Checkout our homepage and follow some of the best Sellers that we have on YiLinker.";"Parece que no ha seguido ningún vendedor todavía. Revisa nuestra página web y siga algunos de los mejores vendedores que tenemos en YiLinker."	
"My Points";"Mis puntos"	
"Basic Information";"Información básica"	
"Email verification sent.";"Verificación de correo electrónico enviada."	
"Something went wront. Please try again later";"Algo salió mal. Por favor, inténtelo de nuevamente "	
"Information successfully updated.";"Información actualizada correctamente."	
"First Name";"Primer nombre"	
"Enter your first name here";"Introduzca aquí su nombre "	
"Last Name";"Apellido"	
"Enter your last name here";"Ingrese  aquí su apellido "	
"Mobile Number";"Número de teléfono móvil"	
Change;Cambiar	
"Mobile number is not yet verified.";"El numero de teléfono móvil aun no esta verificado"	
"Click here to verify";"Haga clic aquí para verificar"	
"Kindly enter your contact number.";"Introduzca su número de contacto."	
"Verified mobile number";"Número de teléfono móvil verificado"	
"Account Information";"Información de la cuenta"	
"Enter your email here";"Introduzca aquí su correo electrónico "	
"Your Referral Code";"Su código de referencia"	
"Copy Link.";"Copiar del enlace"	
"Copy Code";"Copia del código "	
"Referral Person";"Persona de referencia"	
"Referrers Name:";"Nombre referencia:"	
"Referrers Code:";"Código referencia:"	
"Save";"Salvar"	
"Shipping Address";"Dirección de envío"	
"Save Changes";"Guardar cambios"	
"New Shippping Address";"Nueva dirección de envío"	
"Pin your address to map";"Pin su dirección en el mapa"	
"Home Address";"Dirección de casa"	
"Unit Number";"Numero de unidad "	
"Building Name";"Nombre del edificio"	
"Street Number";"Número de calle"	
"Street Name";"Nombre de la calle"	
Subdivision;Subdivisión	
"Select your province";"Seleccione su provincia"	
"Select your city";"Seleccione su ciudad"	
"Select your Barangay";"Seleccione su Barangay (vecindario)"	
Zipcode;Código postal	
"Select your City";"Seleccionar su ciudad"	
"Apply Changes";"Aplicar cambios"	
"Change Email Address";"Cambiar dirección de correo electrónico"	
"Enter your new email address here";"Introduzca aquí su nueva dirección de correo electrónico "	
"Confirm your new email address here";"Confirmar aquí su nueva dirección de correo electrónico "	
"Change Password";"Cambia la contraseña"	
"Enter your current password here";"Introduzca aquí su contraseña actual "	
"Enter your new password here";"Introduzca aquí su nueva contraseña "	
"Confirm your new password here";"Confirmar aquí su nueva contraseña "	
"My Profile";"Mi perfil"	
Transaction;Transacción	
"All Transactions";"Todas las transacciones"	
On-Delivery;En la entrega	
"For Feedback";"Para Comentarios"	
"Crop Photo";"Recortar foto"	
"Select Products";"Seleccionar productos"	
Category;Categoría	
"Electronics &amp";"Electrónica"	
Accessories;Accesorios	
"Product to Sell";"Productos para vender"	
"Search item here";"Buscar aquí un articulo"	
"All Products";"Todos los productos"	
"Sample er wer wer wer we rwe r";"Ejemplo ir wer wer wer we rwe r"	
"Your inbox is currently empty.";"Su buzón esta vacío"	
"Point Earned";"Puntos ganados"	
Breakdown;Desglose	
"""|{1} Point
                                                |]1,Inf[ Puntos"";""__|{1} Point
                                                |]6,Inf[ Puntos"""	
"We understand how frustrating it can be when there's a problem with one of your transactions. One of the benefits of using YiLinker is that you can take advantage of our Resolution Center to help you track, manage and resolve it as quickly as possible with absolute transparency.";"Entendemos lo frustrante que puede ser cuando hay un problema con alguna de sus transacciones. Una de las ventajas de utilizar YiLinker es que usted puede tomar ventaja de nuestro Centro de resoluciones para ayudarle a controlar, gestionar y resolver lo más rápidamente posible con absoluta transparencia."	
"Before filing for a dispute, please make sure that you've exhausted all efforts in reaching an agreement with the the other party. Decisions made by our specialists will be deemed final and will only be reopened when new evidence has been presented by one of the parties. We try to resolve cases as quickly as possible, but some may take longer depending on its circumstances.";"Antes de la presentación de una disputa, por favor asegúrese de que ha agotado todos los esfuerzos para llegar a un acuerdo con el que la otra parte. Las decisiones tomadas por nuestros especialistas se considerará final y sólo serán reabiertas cuando se ha presentado nueva evidencia por una de las partes. Tratamos de resolver los casos lo más rápido posible, pero algunos pueden tomar más tiempo dependiendo de sus circunstancias."	
"File a dispute";"Presentar una disputa"	
Cases;Casos	
"Search By Case Id";"Buscar por identificación del caso"	
Search;Buscar	
Filter;Filtrar	
"Case ID";"Identificación del caso"	
"Dispute Title";"Título de Diferencias"	
Status;Estado	
"Other Party";"La otra parte"	
"Date Opened";"fecha de presentación"	
Open;Abierto	
Closed;Cerrado	
"No case found";"No se encontraron caso"	
"Enter title here";"Introduzca aquí el título"	
"Dispute Type";"Tipo de disputa"	
"Select dispute type here";"Seleccione aquí el tipo de disputa"	
"Transaction No.";"Transacción No."	
"Select transaction here";"Seleccione aquí la transacción "	
"Select reason here";"Seleccione aquí la razón"	
"Select item to dispute:";"Seleccionar el elemento a disputar:"	
Remarks;Observaciones	
"Leave your remarks here";"Dejar aquí comentarios "	
"Your case has been successfully submitted";"Su caso ha sido enviado correctamente	
"To be approved by Admin.";"Para ser aprobado por Admin."	
OPEN;ABIERTO	
CLOSED;CERRADO	
"Dispute Details";"Detalles de disputa"	
Reason:;Razón:	
Items:;Artículos:	
"No remarks";"No hay comentarios"	
Contacts;Contactos	
Notifications;Notificaciones	
"SMS Notifications";"Notificaciones por SMS"	
"Aside from your email, you'll also receive marketing announcements on your mobile by default. You can choose whether you want to receive SMS notifications.";"Aparte de su correo electrónico, también recibirá anuncios de publicidad en tu móvil de forma predeterminada. Puede elegir si desea recibir notificaciones por SMS."	
"Account setting";"Configuración de cuenta"	
"Deactivate My Account";"Desactivación de cuenta"	
"We'd really hate to see you go but, you still get to decide whether you want to keep your account active or deactivate it. Other people with whom you have transacted with will still have a record of your transactions details including, but not limited to your name & contact number. You will also receive an email that contains a reactivation link should you wish to reactivate your account at a future time.";"Realmente no nos gusta ver que nos deje, aún puede decidir si desea mantener su cuenta activa o desactivarla. Otras personas con las que ha hecho la transacción mantendrán un tendrán un registro de detalles de sus transacciones , incluyendo, pero no limitado a, su nombre y número de contacto. También recibirá un correo electrónico que contiene un enlace de activación en caso de que desee reactivar su cuenta en un futuro."	
"The password you entered is invalid.";"La contraseña introducida no es válida."	
"Please enter your password to confirm your account deactivation.";"Por favor, introduzca su contraseña para confirmar la desactivación de la cuenta."	
"Deactivate";"Desactivar"	
"Account has been successfully deactivated.";"La cuenta ha sido desactivada con éxito."	
"A reactivation email has been to your email should you wish to reneable your account.You will be logged out now.";"Se ha enviado un correo electrónico para de su cuenta en  caso de que desee restablecerla. Será desconectado ahora."	
"Are you sure you want to proceed?";"¿Seguro que desea continuar?"	
"You are about to change the subscription status of your active mobile number.";"Está a punto de cambiar el estado de la suscripción de su número de móvil activo."	
"This Year";"Este año"	
"This Week";"Esta semana"	
"This Month";"Este mes"	
Date;Fecha	
Qty;Cantidad 	
"Payment Type";"Tipo de pago"	
"Order Status";"Estado de la orden de pedido"	
"No transaction available";"No hay transacciones disponibles"	
"Go Back";"Regresar"	
"Transaction Number";"Numero de transacción "	
Details;Detalle	
"Payment Type:";"Tipo de pago:"	
"Date Created:";"Fecha de creación:"	
"Total Quantity:";"Cantidad total:"	
Subtotal:;Subtotal:	
"Shipping Fee:";"Envío gratuito:"	
FREE;GRATIS	
"Voucher Code:";"Código del vale:"	
"Voucher Price Deduction:";"Precio del vale de descuento" 	
"Total Cost:";"Coste total:"	
"Cancel Order";"Cancelar orden de pedido"	
"Feedback sent";"Comentario enviado"	
"Feedback has been successfully submitted.";"El comentario se ha enviado correctamente."	
Informatio;Información	
"Upload your document";"Cargar el documento"	
"Only PDF, PNG, JPEG files are accepted";"Sólo se aceptan archivos PDF, PNG,  JPEG"	
Upload;Subir	
"Uploaded Documents";"los documentos cargados"	
"Add a feedback to this store to let other people know what you think. Your opinions matter to us.";"Añadir una comentario a esta tienda para que otras personas sepan lo que opinas. Sus opiniones son importantes para nosotros."	
"Communication Rating:";"Valoración de la comunicación:"	
"Quality Rating:";"Evaluación de Calidad:"	
"PROMO CODE:";"CÓDIGO PROMOCIONAL:"	
"Terms and Conditions:";"Términos y condiciones"	
"Promo Period:";"Periodo promocional"	
"SIGN UP NOW";"REGISTRARSE AHORA"	
"SHOP NOW";"COMPRA AHORA"	
"*";"*"	
"Store Location";"Ubicación de la tienda"	
"Need Assistance?";"¿Necesita ayuda?"	
"SEND MESSAGE";"ENVIAR MENSAJE"	
"Send Message";"Enviar mensaje"	
"Enter your message here";"Introduzca aquí su mensaje "	
"Unfollow Seller";"Dejar de seguir un vendedor"	
"Follow Seller";"siga vendedor"	
About;Acerca de	
"What People";"Que gente"	
"Are saying"";Que están diciendo"	
Products;Productos	
"Store Information";"Almacenar información"	
Feedbacks;Comentarios	
"Search For Products";"Buscar productos"	
"Resend Email Verification";"Reenviar el mensaje de verificación"	
"Register | YiLinker Online.com";"Registrarse | YiLinker Online.com"	
"Sign In | YiLinker Online.com";"Iniciar sesión | | YiLinker Online.com"	
"All in one place";"Todo en un solo lugar"	
"Shoes in one place";"Zapatos en un solo lugar"	
"Camera in one place";"Cámara en un solo lugar"	
"Sign in";"Iniciar sesión "	
Register;Registrarse 	
"Password reset success.";"Restablecimiento de contraseñas éxito."	
"Email Verified.";"Correo Electrónico Verificado."	
"Failed merging account. Please try again later.";"No se pudo fusionar la cuenta. Por favor, inténtelo de nuevo más tarde."	
